,Unnamed: 0,Unnamed: 0.1,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Lat,Lon,Year
1343,1343,1343,10/24/1954,17:50,"Nar Limone Piemonte, Italy",Military - U.S. Air Force,,,Douglas C-47A-DL,43-16044,20510,21.0,21.0,0.0,Crashed in the Alps on the French/Italian border while en route. The instrument flight plan the pilot filed indicated a cruising height that was lower than the authorized minimum altitude required to clear the mountains.,44.20091,7.57861,1954
1348,1348,1348,11/30/1954,11:15,"Berlin, New Hampshire",Northeast Airlines,792,"Laconia, NH - Berlin, NH",Douglas DC-3,N17891,11745,7.0,2.0,0.0,The aircraft crashed during an ILS approach to Berlin. Premature and unauthorized instrument descent to an altitude that did not permit terrain clearance.,44.468879,-71.183655,1954
1357,1357,1357,01/11/1955,21:00,"Off Skellings, Ireland",Military -Royal Air Force,,,Avro Shackleton M-2 / Avro Shakleton M-2,WG531 / Wl743,,18.0,18.0,0.0,"Disappeared while on a training mission. Possibility, the two planes collided in midair.",53.0,-8.0,1955
1359,1359,1359,01/19/1955,16:25,"Des Moines, Iowa",United Air Lines,329,Newark - Des Moines - Lincoln,Convair CV-340,N73154,180,39.0,0.0,0.0,Almost complete loss of elevator control and severe vibration was experienced shortly after taking off from Des Moines. The plane when into a steep climb and almost stalled but the captain applied full power and went into a steep dive. The captain then reduced power and headed for open country where the aircraft safely made an emergency wheels up  landing in a corn field.  A series of omissions made by maintenance personnel during a scheduled inspection which resulted in the release of the aircraft in an unairworthy condition and an almost complete loss of elevator control during flight.,41.591032,-93.604665,1955
1361,1361,1361,02/02/1955,03:50,"Nagpur, India",Indian Airlines,,Nagpur - Delhi,Douglas DC-3,VT-CVB,13037,10.0,10.0,0.0,"Crashed into a field shortly after takeoff. The aircraft crashed as a result of slipping into the ground in the course of a poorly executed steep turn to port, carried out at night at a low altitude.",21.149813,79.082056,1955
1363,1363,1363,02/13/1955,18:53,"Rome, Italy",Sabena,,Brussels - Rome,Douglas DC-6,OO-SDB,43063/60,29.0,29.0,0.0,Crashed into a mountain while on approach. Navigational error due to failure to use radio equipment.,41.89332,12.482932,1955
1364,1364,1364,02/19/1955,07:31,"Albuquerque, New Mexico",Trans World Airlines,260,Albuquerque - Sante Fe,Martin 404,N40416,14120,16.0,16.0,0.0,"After taking off from Albuquerque, the aircraft flew a path directly towards Sandia Mountain and crashed into it.  While initially blaming the pilots of intentionally flying the plane into the mountain, five years later, the CAB changed the probable cause to 'deviation from course for reasons unknown' and admitted there may have been a problem with the flux gauge compass.",35.084103,-106.650985,1955
1369,1369,1369,03/20/1955,22:36,"Springfield, Mississippi",American Airlines,711,Newark - Chicago - St. Louis - Springfield - Tulsa,Convair CV-240-0,N94234,066,35.0,13.0,0.0,The plane crashed 1.25 miles short of the runway while attempting to land. Crew's inattention to flight instruments during approach. Pilot sensory illusion which gave a  false impression of the aircraft's altitude.,32.332559,-90.252346,1955
1370,1370,1370,03/22/1955,02:00,"Oahu, Hawaii",Military - U.S. Navy,,,Douglas R6D-1 (C-118B),131612,43715,66.0,66.0,0.0,"The aircraft returned to Hickam Airfield because of inoperative high-frequency radio transmitters. As the plane was descending to land, it crashed into Pali Kea peak, 15 miles northwest of Honolulu. Navigational error by the crew brought the plane 8 miles north of its intended position.",21.483496,-158.036404,1955
1371,1371,1371,03/26/1955,11:12,Off the Oregon coast,Pan American World Airways,845/26,Portland - Honolulu,Boeing 377 Stratocruiser 10-26,N1032V,15932,23.0,4.0,0.0,The plane ditched 35 miles off the Oregon coast after the No. 3 engine and propeller broke away causing severe control difficulties. The plane sank after 20 minutes. Loss of control and inability to maintain altitude following failure of the No. 3 propeller which resulted in wrenching free the No. 3 power  package. The aircraft was named 'Clipper United States.',44.81203,-124.062121,1955
1373,1373,1373,04/04/1955,15:55,"Islip, New York",United Air Lines,,Training,Douglas DC-6,N37512,43001/32,3.0,3.0,0.0,"Suddenly dove into the ground. Unintentional movement of no.4 throttle into the reverse range just before breaking ground, with the other three engines operating at high power output, which resulted in the aircraft very quickly becoming uncontrollable once airborne.",40.730431,-73.210862,1955
1374,1374,1374,04/11/1955,17:30,"Off Great Natuna Island, Sarawak",Air India,,Hong Kong - Jakarta,Lockheed 749A Constellation,VT-DEP,2666,19.0,19.0,0.0,"An explosion occurred at 18,000 feet while over the China Sea. A resulting fire which started on the starboard wing soon spread and eventually led to total hydrauliand electrical failure. Smoke filled the cockpit and the plane crashed. An act of political terrorism.  An aircraft worker placed an incendiary device in the starboard wheel well.",,,1955
1383,1383,1383,07/17/1955,06:24,"Chicago, Illinois",Braniff Airlines,560,"Kansas City, MO - Chicago",Convair CV-340-32,N3422,071,43.0,22.0,0.0,"While on instrument approach, the aircraft hit a sign and crashed through the airport boundry fence.  Momentary disorientation caused by the loss of visual reference during the final visual phase of the approach resulting in an increased rate of descent at an altitude too low to effect recovery.",41.875562,-87.624421,1955
1385,1385,1385,08/04/1955,12:23,"Fort Leonard Wood, Missouri",American Airlines,,"Springfield, IL - St. Louis, MO",Convair CV-240-0,N94221,040,30.0,30.0,0.0,The aircraft attempted an emergency landing at a military airstrip after fire broke out in the No. 2 engine. The right wing separated from the aircraft and crashed 1.5 miles from the runway. Installation of an unairworthy cylinder in the No. 2 engine which resulted in an uncontrollable fire and loss of the right wing.,37.70114,-92.16933,1955
1394,1394,1394,09/21/1955,22:23,"Idris, Libya",British Overseas Airways,,Rome - Tripoli,Canadair C-4,G-ALHL,158,47.0,15.0,0.0,"Crash landed in a sandstorm on the fourth landing attempt.  The plane came in too low, struck a line of trees and crashed 1,200 yards short of the runway.  Pilot error.  In an error in judgement, the captain who allowed his desire to keep the runway lights in view failed to make adequate reference to his flight instruments.",30.754641,20.226408,1955
1395,1395,1395,09/24/1955,06:41,PacifiOcean,Flying Tiger Line,,Wake Island - Honolulu,Douglas C-54A,N90433,10410,5.0,3.0,0.0,The cargo plane lost 3 engines and ditched into the PacifiOcean. The loss of power in three engines due to incorrect fuel system management and faulty restarting methods which resulted in the ditching of the aircraft.,,,1955
1397,1397,1397,10/06/1955,07:26,"Near Centennial, Wyoming",United Air Lines,409,Denver - Salt Lake City - San Francisco,Douglas DC-4,N30062,18389,66.0,66.0,0.0,"The aircraft crashed into cloud covered Medicine Bow Peak while en route. The plane failed to clear the 12,013 ft. peak by 75 feet. The pilot deviated from course for reasons unknown.  Possible incapacitation of crew by carbon monoxide emanating from a faulty cabin heater, though never proven.",41.29365,-106.118685,1955
1398,1398,1398,10/10/1955,16:40,"Near Wien, Austria",JAT Yugoslav Airlines,,Beograd - Wien,Convair CV-340-58,YU-ADC,178,29.0,7.0,0.0,Crashed into Kahlenberg Hill while on approach to Wien.  The aircraft flew for a longer time on the outbound track and descended below the prescribed minimum altitutde. Pilot error.,48.208354,16.372504,1955
1399,1399,1399,11/01/1955,19:03,"Longmont, Colorado",United Air Lines,629,Denver - Portland,Douglas DC-6B,N37559,43538,44.0,44.0,0.0,"The aircraft crashed 11 minutes after taking off from Denver Stapleton Airport, 8 miles east of Longmont.  Detonation of a dynamite bomb in the No. 4 cargo hold, placed by John (Jack) Gilbert Graham in his mother's luggage in order to collect $37,500 in insurance.  A delayed flight caused the bomb to detonate over flat land rather than the mountains as planned.  Graham never showed any remorse for his actions and refused to file any appeals. He was executed for the crime on 1/11/56.",40.167212,-105.101929,1955
1403,1403,1403,11/30/1955,22:00,"Near Ballico, California",Military - U.S. Air Force,,,Boeing RB-52B,52-8716,,10.0,10.0,0.0,The aircraft crashed into a wooded area in 5 degree nose-down attitude.  Abnormal nose-down trim condition which could not be corrected due to an unknown malfunction.,37.454381,-120.706034,1955
1404,1404,1404,12/01/1955,02:00,"Belem, Brazil",Cruzeiro,,,Douglas DC-3,PP-CCC,15845/32593,6.0,6.0,0.0,"Shortly after taking off, the No.1 engine lost power. The crew shut off the hydraulipump which caused the landing gear to stop retracting halfway. The resulting drag, caused the aircraft to lose altitude. The left wing struck a tree and the plane crashed and burned. Failure of the front bearing of the propeller shaft leading to disconnection of the reduction gear and left propeller and causing a sudden failure of the left engine.",-1.45056,-48.468245,1955
1407,1407,1407,12/21/1955,03:43,"Jacksonville, Florida",Eastern Air Lines,642,Miami - Jacksonville,Lockheed 749C-79-12 Constellation,N112A,2533,17.0,17.0,0.0,The plane crashed while on approach and during an attempted go-around.  The crew allowed the aircraft to deviate to the left of course and descent below the glide path for reasons unknown.  The crew encountered local fog and restricted visibility during the final approach of an ILS approach and missed approach procedure came too late to prevent the aircraft from descending into the ground.,30.332184,-81.655651,1955
1414,1414,1414,02/17/1956,13:45,"Near Niles, California",Military - U.S. Marine Corps,,El Toro MAS - Alameda NAS,Douglas R5D2,39116,,40.0,40.0,0.0,Crashed into Sunol Ridge after circling for half-an-hour while attempting to land at Alameda Naval Air Station.  Non adherence of the crew to the holding pattern and departure from the radio beacon and descent in a unprescribed manner.,37.578168,-121.980918,1956
1418,1418,1418,02/25/1956,14:55,"Jalkot, Pakistan",Pakistan International Airlines,,Gilgit  - Islamabad,Douglas C-47B,AP-ACZ,16813/33561,3.0,3.0,0.0,Struck  Lash Golath Moutain while en route.,35.252679,73.217094,1956
1423,1423,1423,04/01/1956,19:20,"Pittsburgh, Pennsylvania",Trans World Airlines,400,Pittsburgh - Newark,Martin 404,N40403,14103,36.0,22.0,0.0,"The aircraft yawed to the left and crashed shortly after takeoff after a fire warning occurred on the No.1 engine. The cause of the fire warning was a failed exhaust connector clamp in the left engine, which triggered an adjacent fire detecting unit. A windmilling left propeller, the extended landing gear, and the takeoff flaps produced sufficient drag to make the airplane lose altitude and strike the ground. An uncoordinated emergency action in a very short time available to the crew, which produced an aircraft configuration with insurmountable drag.",40.441694,-79.990086,1956
1424,1424,1424,04/02/1956,08:10,"Seattle, Washington",Northwest Orient Airlines,2,Seattle - Portland,Boeing 377 Stratocruiser 10-30,N74608,15954,38.0,5.0,0.0,The aircraft experienced extreme buffeting after taking off from Seattle. A decision was made to divert to McChord AFB but the plane continued to loose altitude and had to be ditched in Puget Sound 4.7 nautical miles southwest of Seattle. The plane sank within 15 minutes. The incorrect analysis of control difficulty which occurred on retraction of the wing flaps as a result of the flight engineer's failure to close the engine cowl flaps; the analysis having been made under conditions of urgency and within an extremely short period of time available for decision.,47.603832,-122.330062,1956
1431,1431,1431,06/20/1956,01:30,"Asbury Park, New Jersey",Linea Aeropostal Venezolana,,New York City - Caracas,Lockheed 1049E-55 Super Constellation,YV-C-AMS,4561,74.0,74.0,0.0,"About 1.5 hours after taking off from New York, the pilot radioed the No. 2 propeller was overspeeding and could not be feathered. Upon trying to return to New York the plane caught fire and crashed into the AtlantiOcean. Vibration resulting from the uncontrollable propeller caused one of the inside wing attachments to loosen or break somewhere between the fuel tank and the dump chute causing an uncontrollable fire.",40.220391,-74.012082,1956
1432,1432,1432,06/24/1956,17:25,"Kano, Nigeria",British Overseas Airways,,Kano - Tripoli,Canadair C-4 Argonaut,G-ALHE,151,45.0,32.0,0.0,Crashed shortly after taking off from Kano Airport. Flew into a thunderstorm.  Microburst windshear.,11.894839,8.536414,1956
1434,1434,1434,07/09/1956,13:53,"Near Flat Rock, Michigan",Trans Canada Air Lines,304,Chicago - Montreal,Vickers Viscount,CF-TGR,55,35.0,1.0,0.0,"While on a flight from Chicago to Montreal, cruising at FL190,  the crew was unable to feather an overspeeding No. 4 engine. Soon after the No. 4 propeller broke and one blade disabled the No. 3 engine and  penetrated the fuselage killing a passenger. An emergency landing was successfully made at Windsor, Ontario.",42.096431,-83.291874,1956
1435,1435,1435,07/13/1956,15:35,"Near Brows Mills, New Jersey",Military - U.S. Air Force,,McGuire AFB - Harmon AFB,Douglas C-118A,53-3301A,,66.0,46.0,0.0,Crashed into a wooded area 2 minutes after taking off from McGuire Air Force Base. There was thunderstorm activity at the time. Microburst windshear.,,,1956
